TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.acmol.risk.RandomInitializer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8564750290360047,136,101
com.acmol.risk.RandomInitializer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8106938529702759,134,101
